gene_id_(GENCODE vM10)	gene_short_name	locus	DRG_normal_input1_TPM	DRG_normal_input2_TPM	DRG_normal_input3_TPM	DRG_normal_input4_TPM	DRG_normal_TRAP1 _TPM	DRG_normal_TRAP2_TPM	DRG_normal_TRAP3_TPM	DRG_normal_TRAP4_TPM	DRG_CIPN_input5_TPM	DRG_CIPN_input6_TPM	DRG_CIPN_input7_subsample1_TPM	DRG_CIPN_input7_subsample2_TPM	MERGED_DRG_CIPN_input7_TPM	DRG_CIPN_input8_TPM	DRG_CIPN_TRAP5_TPM	DRG_CIPN_TRAP6_TPM	DRG_CIPN_TRAP7_subsample1_TPM	DRG_CIPN_TRAP7_subsample2_TPM	MERGED_DRG_CIPN_TRAP7_TPM	DRG_CIPN_TRAP8_TPM
ENSMUSG00000047669.7	Msl3l2	chr10:56014297-56228689	8.07	7.06	7.39	7.97	0.05	0.15	0.00	3.52	6.23	9.94	11.60	6.25	8.22	4.90	5.90	28.34	0.09	1.33	1.01	3.03
ENSMUSG00000047671.8	Tctex1d4	chr4:117126793-117133963	0.00	0.00	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.09
ENSMUSG00000047674.2	Pdha2	chr3:141210003-141212355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047675.15	Rps8	chr4:117153826-117156243	71.17	99.94	80.81	79.23	206.88	156.45	123.36	271.08	95.93	83.82	105.59	107.83	107.01	81.70	206.58	123.25	93.84	187.32	163.23	141.64
ENSMUSG00000047678.1	Gpr82	chrX:13517079-13851367	0.28	0.16	0.35	0.94	0.00	0.04	0.00	0.00	0.51	1.29	1.73	0.31	0.83	0.15	0.00	0.00	0.00	0.00	0.00	1.13
ENSMUSG00000047686.9	Zcchc5	chrX:106837081-106840644	0.00	0.08	0.76	0.23	0.00	0.04	4.24	0.00	0.20	0.16	0.00	0.78	0.49	0.76	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047692.5	4930533K18Rik	chr10:70868668-71159700	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.47
ENSMUSG00000047694.12	Yipf6	chrX:98936315-98949017	75.34	51.38	72.59	60.24	7.23	11.71	34.51	29.64	59.46	63.29	39.06	46.57	43.81	46.36	31.06	37.48	0.37	32.04	23.88	40.09
ENSMUSG00000047696.16	Ccdc144b	chr3:35892104-36053547	0.56	0.86	0.28	1.17	0.00	0.07	0.41	1.34	0.82	0.89	0.00	1.09	0.69	0.61	0.00	0.00	0.00	0.00	0.00	0.85
ENSMUSG00000047702.1	Olfr1388	chr11:49443852-49444788	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047710.8	Champ1	chr8:13869640-13881639	30.89	46.99	30.67	21.33	21.05	26.32	30.63	14.90	37.39	40.26	21.33	28.60	25.93	29.38	23.85	32.62	90.09	17.43	36.16	23.64
ENSMUSG00000047712.7	Ust	chr10:8204752-8518825	81.81	36.71	54.15	51.80	24.29	65.24	28.21	22.77	52.10	62.32	63.59	65.64	64.89	62.73	24.44	19.87	5.06	12.70	10.73	34.04
ENSMUSG00000047714.14	Ppp1r2	chr16:31251536-31275277	812.93	934.49	581.36	379.04	282.85	366.70	439.47	171.46	720.63	699.21	487.81	467.75	475.13	458.23	536.79	537.30	350.53	463.02	434.03	444.50
ENSMUSG00000047716.3	Olfr736	chr14:50392757-50393696	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28
ENSMUSG00000047719.2	Ubiad1	chr4:148434494-148444771	2.57	1.65	3.59	3.05	7.48	1.53	0.46	3.68	5.82	3.31	4.80	6.25	5.72	4.74	0.00	0.03	0.00	0.66	0.49	0.85
ENSMUSG00000047720.7	4922502D21Rik	chr6:129322163-129331796	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047721.8	Bola2	chr7:126687458-126707787	55.17	139.64	73.28	36.57	214.81	246.37	123.26	131.27	87.96	69.11	37.46	56.26	49.35	61.35	133.26	120.65	78.75	77.60	77.90	118.19
ENSMUSG00000047728.12	BC025446	chr15:75216375-75222661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047730.17	Fcgbp	chr7:28071235-28120862	2.43	0.55	0.90	0.70	2.29	0.07	0.15	1.51	1.23	0.81	0.27	0.31	0.30	0.61	0.07	0.00	5.44	0.08	1.46	0.38
ENSMUSG00000047731.17	Wbp1l	chr19:46599083-46657389	21.57	13.81	23.76	18.99	14.97	8.76	34.46	18.42	26.36	22.71	24.40	36.73	32.19	25.40	31.51	30.51	0.00	23.07	17.13	25.91
ENSMUSG00000047733.10	BC048609	chr19:6062820-6084944	0.07	0.00	0.62	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047735.14	Samd9l	chr6:3372256-3399572	1.95	2.67	4.42	5.16	15.91	0.22	0.00	0.50	8.17	7.52	16.40	10.00	12.35	7.65	0.07	0.03	0.00	4.15	3.08	5.58
ENSMUSG00000047746.14	Fbxo40	chr16:36963459-36990467	2.99	4.63	2.00	2.81	2.89	7.79	0.00	1.67	5.01	7.19	3.47	1.56	2.26	1.07	0.00	6.57	0.00	0.00	0.00	0.95
ENSMUSG00000047747.10	Rnf150	chr8:82863355-83091268	35.41	34.28	42.62	25.79	18.56	24.68	19.42	30.47	60.38	57.47	45.60	42.51	43.64	35.50	25.62	10.91	38.81	20.50	25.22	28.27
ENSMUSG00000047749.2	Zc3hav1l	chr6:38287395-38299259	4.04	1.02	4.35	3.98	0.00	0.26	1.03	0.00	3.78	3.23	2.80	2.81	2.81	4.44	0.07	0.00	0.09	0.75	0.58	1.89
ENSMUSG00000047751.9	Utf1	chr7:139943788-139945112	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047757.16	Fancb	chrX:164980591-164997272	1.53	2.35	1.80	0.00	0.10	0.04	0.00	4.69	3.17	2.91	0.80	1.09	0.99	1.84	0.00	0.00	48.00	0.00	12.37	0.09
ENSMUSG00000047759.6	Hs3st3a1	chr11:64435155-64522841	0.14	0.08	0.14	0.23	0.00	0.00	0.00	1.84	0.82	1.05	1.07	1.09	1.08	0.61	5.50	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047766.15	Lrrc49	chr9:60568858-60690397	96.49	71.94	104.78	63.29	103.86	80.03	59.62	47.39	85.00	93.36	73.59	86.74	81.90	78.33	125.27	107.94	124.22	78.93	90.60	61.93
ENSMUSG00000047767.17	Atg16l2	chr7:101092862-101302251	18.30	12.16	23.90	31.88	0.25	0.82	11.16	6.36	24.01	21.10	24.00	33.91	30.27	29.53	10.55	4.00	0.09	19.17	14.25	20.99
ENSMUSG00000047773.13	4932411E22Rik	chr11:89390222-89777653	2.02	0.39	1.86	0.70	0.00	0.07	0.00	0.00	1.23	1.86	3.87	0.47	1.72	1.07	0.00	0.00	0.00	0.08	0.06	0.00
ENSMUSG00000047777.9	Phf13	chr4:151989632-151996258	17.88	22.75	21.83	19.69	36.47	8.95	13.54	7.53	20.02	19.56	14.80	19.38	17.69	22.34	17.62	34.21	0.09	2.57	1.93	16.64
ENSMUSG00000047786.12	Lix1	chr17:17402671-17459387	207.11	313.17	289.13	140.65	45.65	101.99	117.42	92.26	295.24	245.33	258.91	329.60	303.60	281.67	271.57	232.17	190.03	386.25	335.68	207.26
ENSMUSG00000047787.7	Flrt1	chr19:7056767-7198061	28.11	36.71	39.92	29.54	4.74	0.86	50.99	27.63	34.73	32.66	39.20	25.00	30.22	24.94	76.07	82.11	0.19	25.65	19.08	25.34
ENSMUSG00000047789.4	Slc38a9	chr13:112660765-112738743	72.14	56.95	60.37	70.79	47.79	80.22	49.65	42.19	54.04	62.48	65.33	56.57	59.79	57.37	84.26	44.35	44.34	84.65	74.26	54.56
ENSMUSG00000047793.13	Sned1	chr1:93235840-93305915	5.70	2.20	6.98	9.61	0.05	0.30	0.15	2.18	8.48	9.70	5.87	9.38	8.09	6.58	0.07	0.24	31.87	8.55	14.56	2.84
ENSMUSG00000047794.5	Olfr685	chr7:105180312-105181400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047797.14	Gjb1	chrX:101376377-101385629	11.97	17.57	14.30	7.03	0.10	1.90	1.24	5.69	27.07	25.95	13.60	29.38	23.58	18.67	0.13	4.98	14.53	15.77	15.45	9.27
ENSMUSG00000047798.15	Cd300lf	chr11:115091430-115162236	12.24	5.33	7.87	18.99	1.15	5.70	4.55	12.73	9.19	8.65	14.80	10.63	12.16	7.50	4.72	4.74	0.47	6.22	4.74	6.24
ENSMUSG00000047799.15	Oog4	chr4:143437163-143450324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047804.15	Akap10	chr11:61871306-61930252	6.26	10.28	9.81	4.22	0.20	0.52	0.21	9.04	12.97	10.02	11.87	11.72	11.77	13.77	0.72	9.23	56.72	5.06	18.38	16.93
ENSMUSG00000047810.8	Ccdc88b	chr19:6844622-6858211	2.30	1.10	1.11	0.47	0.10	5.33	0.00	8.20	1.02	1.46	2.80	1.09	1.72	1.07	0.00	0.00	0.00	0.00	0.00	0.85
ENSMUSG00000047819.3	Tigd4	chr3:84496092-85887518	2.16	1.88	0.76	1.64	0.00	0.00	0.00	4.69	1.23	2.02	0.80	0.31	0.49	1.68	0.07	0.00	0.00	0.17	0.12	0.19
ENSMUSG00000047821.16	Trim16	chr11:62820230-62877465	3.48	7.14	9.53	2.81	0.05	0.19	2.89	0.00	7.15	6.87	7.07	6.56	6.75	5.35	2.56	0.00	0.00	2.41	1.79	1.89
ENSMUSG00000047822.7	Angptl8	chr9:21800183-21852635	0.00	0.08	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047824.13	Pygo2	chr3:89430213-89435128	111.94	100.34	115.28	139.94	263.45	277.87	236.19	138.64	96.03	100.15	56.13	60.32	58.78	62.27	119.57	197.72	20.16	38.43	33.72	61.55
ENSMUSG00000047828.3	A730018C14Rik	chr12:112413914-112423212	0.00	0.00	0.28	0.00	0.00	0.04	0.00	0.33	0.20	0.00	0.40	0.00	0.15	0.61	0.00	0.00	0.00	3.73	2.77	0.57
ENSMUSG00000047832.8	Cdca4	chr12:112820236-112829389	1.95	3.77	5.87	1.64	0.05	0.11	3.62	0.00	9.71	6.71	1.73	7.66	5.48	7.50	1.31	0.03	0.00	6.81	5.05	5.96
ENSMUSG00000047841.8	BC051628	chr2:181220012-181222854	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	4.28	0.00	0.00	0.00	0.00
ENSMUSG00000047842.6	Diras2	chr13:52504374-52530836	10.09	16.63	22.24	17.11	18.81	14.87	40.24	8.87	22.07	25.71	18.66	20.16	19.61	21.73	10.16	69.39	0.09	26.23	19.49	19.86
ENSMUSG00000047843.16	Bri3	chr5:144241689-144446757	461.88	619.20	599.94	695.97	539.12	750.77	899.30	713.62	705.00	713.20	552.87	676.07	630.77	779.98	720.97	664.92	792.18	859.40	842.07	1002.36
ENSMUSG00000047844.3	Bex4	chrX:136138995-136140443	20.11	34.44	18.30	9.38	20.55	3.17	9.20	6.20	22.78	20.61	12.27	12.81	12.61	13.62	8.58	9.60	35.25	12.78	18.57	9.08
ENSMUSG00000047854.5	Stx19	chr16:62793684-62847040	0.97	1.02	3.04	1.41	0.00	0.04	0.00	2.51	1.74	1.21	0.40	2.50	1.73	1.68	4.26	0.00	0.00	1.16	0.86	1.70
ENSMUSG00000047861.2	Foxi1	chr11:34204337-34208089	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047866.18	Lonp2	chr8:86624042-86723873	45.78	34.28	42.69	51.80	2.64	32.28	29.34	39.01	37.80	32.41	55.86	44.54	48.70	47.28	34.46	24.03	0.09	46.48	34.52	23.07
ENSMUSG00000047867.11	Gimap6	chr6:48701581-48708225	2.50	1.18	4.08	3.28	0.20	0.11	5.27	6.70	6.23	5.90	5.33	6.41	6.01	7.04	0.46	0.12	20.91	3.40	7.91	7.94
ENSMUSG00000047868.5	Olfr770	chr10:129132830-129138794	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047875.6	Gpr157	chr4:150087364-150105927	6.05	9.34	17.89	7.50	15.86	0.52	12.71	7.53	13.48	12.61	15.33	29.69	24.41	14.23	15.79	9.63	0.00	11.70	8.69	13.14
ENSMUSG00000047878.12	A4galt	chr15:83226725-83251774	5.98	5.96	8.36	8.67	0.05	6.19	6.30	2.34	7.15	9.62	5.20	15.47	11.69	19.12	0.98	6.51	0.09	0.33	0.27	9.93
ENSMUSG00000047879.16	Usp14	chr18:9958179-10045119	244.26	174.94	223.03	310.59	140.23	90.66	120.99	314.45	187.26	181.80	222.24	219.26	220.36	275.24	143.03	218.38	237.93	181.67	196.17	221.73
ENSMUSG00000047880.14	Cxcr5	chr9:44511787-44556391	2.16	1.26	3.11	0.94	8.78	0.07	3.36	5.36	3.88	2.43	1.60	3.75	2.96	5.97	0.00	0.00	0.00	0.00	0.00	0.66
ENSMUSG00000047881.14	Rell1	chr5:63908896-63968897	113.68	56.72	78.81	73.14	33.12	19.79	26.40	18.25	105.12	112.12	86.92	64.39	72.67	54.93	14.02	11.68	29.25	24.90	26.02	20.14
ENSMUSG00000047884.6	Klk9	chr7:43690417-43803826	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	0.08	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047888.9	Tnrc6b	chr15:80711318-80941086	119.04	85.82	118.25	138.07	107.35	99.31	98.57	128.59	140.37	144.13	110.92	86.58	95.53	75.27	70.76	57.38	19.87	58.76	48.74	57.96
ENSMUSG00000047889.8	Serpinb6d	chr13:33661404-33671581	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047894.1	Ang2	chr14:51195485-51195923	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047897.10	Ripply2	chr9:87015536-87019917	1.39	0.08	0.00	0.47	0.00	0.00	0.00	0.00	0.82	1.13	1.60	1.72	1.68	1.07	0.00	0.00	0.00	0.00	0.00	1.32
ENSMUSG00000047898.6	Ccr4	chr9:114490315-114496544	0.14	0.00	0.41	0.00	0.00	0.00	0.05	0.00	0.10	0.00	0.00	0.16	0.10	0.00	0.00	0.00	0.00	0.08	0.06	0.09
ENSMUSG00000047904.6	Sstr2	chr11:113244852-113684155	3.76	1.33	3.80	5.63	0.00	4.85	2.01	2.68	2.45	1.78	2.27	3.28	2.91	3.06	3.93	0.00	0.00	1.58	1.17	4.63
ENSMUSG00000047907.11	Tshz2	chr2:169633012-170071816	104.43	75.47	100.08	92.36	70.24	212.18	173.68	132.95	76.42	86.25	88.92	56.42	68.37	44.98	166.22	145.75	236.15	132.13	158.94	68.93
ENSMUSG00000047909.11	Ankrd16	chr2:11777875-11790329	19.27	14.98	17.82	17.58	0.20	0.56	0.00	2.68	17.98	15.20	23.06	11.56	15.79	13.92	10.16	0.00	26.25	3.32	9.23	2.65
ENSMUSG00000047910.6	Pcdhb16	chr18:36930183-37841873	2.71	2.04	6.29	3.05	0.00	0.26	0.41	0.00	4.19	3.64	4.53	5.31	5.03	5.35	0.79	4.19	0.00	0.00	0.00	2.17
ENSMUSG00000047911.5	Npm2	chr14:70647301-70653084	0.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.61	0.89	0.00	0.31	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047921.15	Trappc9	chr15:72589620-73061204	14.05	40.72	27.63	13.83	29.33	39.66	37.14	44.37	25.74	25.79	21.20	20.00	20.44	19.89	44.62	31.03	33.28	61.83	54.47	26.19
ENSMUSG00000047940.13	Stpg2	chr3:139205693-139710299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047945.6	Marcksl1	chr4:129513580-129515985	10.09	2.59	9.67	1.41	0.30	0.07	0.77	2.18	6.84	7.60	12.93	1.88	5.94	4.28	9.89	3.91	18.09	0.00	4.66	0.47
ENSMUSG00000047953.6	Gp5	chr16:30307685-30310779	0.56	0.86	0.97	0.47	0.05	0.11	0.00	1.84	2.04	0.73	0.93	0.94	0.94	0.00	1.51	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047959.4	Kcna3	chr3:106934381-107098401	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047960.3	Olfr186	chr16:59026922-59030278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047963.7	Stbd1	chr5:92603040-92606579	39.10	24.71	40.61	26.96	23.20	25.24	23.20	25.45	29.73	23.12	44.53	34.38	38.11	35.50	25.49	14.89	62.44	23.82	33.77	30.64
ENSMUSG00000047969.3	Olfr1093	chr2:86785731-86786700	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047976.4	Kcna1	chr6:126640396-126646384	112.57	83.24	169.64	148.15	43.20	27.03	64.37	44.87	189.81	169.99	171.85	105.49	129.89	121.94	68.79	61.08	146.44	99.76	111.79	66.47
ENSMUSG00000047977.3	Synb	chr14:69241847-69305355	5.29	3.06	8.43	2.34	0.10	0.30	2.84	1.34	19.00	13.58	27.20	50.17	41.72	20.81	6.62	4.55	19.87	18.26	18.68	11.63
ENSMUSG00000047980.6	9230110F15Rik	chr9:35838328-35844150	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047986.12	Palm3	chr8:84021470-84042589	39.17	20.87	44.20	54.15	77.62	93.45	64.78	92.09	32.79	40.66	26.26	21.25	23.10	23.87	61.00	77.74	63.56	34.94	42.32	43.97
ENSMUSG00000047988.1	4933428G20Rik	chr11:97415532-97502402	0.21	0.08	0.07	0.00	0.00	0.00	0.00	0.00	0.72	0.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047989.11	Ino80c	chr18:24104756-24121953	50.58	75.31	54.77	57.67	24.39	74.37	47.99	34.32	74.17	85.93	53.06	47.51	49.55	35.65	61.33	95.47	0.47	23.57	17.62	36.78
ENSMUSG00000047990.5	C2cd4a	chr9:67830531-67832330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047992.10	Fam69c	chr18:84719003-84740436	0.00	0.08	0.00	0.70	0.00	0.00	0.00	0.00	0.20	0.40	0.67	0.16	0.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047995.6	Cypt4	chr9:24557047-24696293	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000047996.16	Prrg1	chrX:78449612-78583896	30.89	11.22	20.38	11.02	13.37	37.28	4.75	6.86	13.89	15.20	12.80	9.53	10.73	7.34	0.00	0.00	0.00	9.63	7.15	1.42
ENSMUSG00000048000.15	Gigyf2	chr1:87326997-87450796	99.49	74.92	85.23	103.84	197.75	186.87	58.32	178.49	86.63	100.72	80.52	69.08	73.29	80.02	58.11	46.74	128.62	71.46	86.19	50.49
ENSMUSG00000048001.7	Hes5	chr4:154960769-154962371	9.81	10.51	16.92	15.24	0.20	5.48	6.04	4.52	25.13	23.36	18.26	24.85	22.43	38.10	0.07	22.87	0.00	18.67	13.86	15.88
ENSMUSG00000048003.12	Catsper4	chr4:134211969-134227383	0.00	0.08	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.31	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048004.14	Tmem196	chr12:119945956-120019211	0.56	0.55	1.93	1.17	0.00	1.94	7.90	0.84	1.74	1.94	1.47	0.78	1.03	0.46	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048007.4	Timm8a1	chrX:134537255-134541865	2.78	1.33	1.66	0.23	0.05	0.00	1.03	0.00	0.61	0.40	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048012.19	Zfp473	chr7:44731479-44777515	0.07	0.31	0.55	1.88	0.00	0.07	0.15	0.00	1.23	1.05	1.87	0.31	0.88	1.68	0.07	0.06	0.09	1.91	1.44	2.46
ENSMUSG00000048013.9	Krt35	chr11:100092192-100096241	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048015.3	Neurod4	chr10:130268152-130280240	0.56	0.08	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048022.11	Tmem229a	chr6:24951140-24956297	97.12	76.57	90.34	77.12	29.43	93.86	63.90	39.01	88.06	100.56	68.79	47.82	55.53	44.06	35.64	61.69	106.87	18.26	41.10	26.00
ENSMUSG00000048027.7	Rgmb	chr17:15806252-15826586	133.30	113.67	106.37	59.31	203.69	262.14	141.08	36.00	70.90	101.20	45.06	69.70	60.64	78.95	126.71	142.94	91.69	39.59	53.02	74.51
ENSMUSG00000048029.10	Eno4	chr19:58943424-58971421	0.49	0.00	0.55	0.00	0.00	14.69	1.45	2.34	0.82	0.40	0.00	0.31	0.20	0.46	0.00	0.00	0.00	0.00	0.00	0.57
ENSMUSG00000048031.15	Fcrl5	chr3:87435772-87500678	0.35	0.00	0.00	0.00	0.00	0.00	3.05	0.00	0.10	0.08	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048038.6	Ccdc187	chr2:26271645-26294557	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048039.8	Isg20l2	chr3:87919505-87940686	31.10	20.32	19.48	21.57	18.36	10.92	24.18	21.26	15.12	17.78	10.13	17.50	14.79	15.76	9.83	0.40	2.53	4.65	4.10	8.89
ENSMUSG00000048040.8	Arxes2	chrX:135993823-135995355	121.40	75.31	92.55	87.67	65.75	149.04	85.34	29.47	86.84	89.64	72.66	90.33	83.83	74.36	103.26	49.18	107.44	47.80	63.17	69.50
ENSMUSG00000048047.3	Zbtb33	chrX:38189792-38252439	1.39	3.29	2.07	1.17	0.05	0.07	0.00	4.02	1.84	1.62	1.33	1.72	1.58	1.99	0.26	0.00	0.00	0.17	0.12	0.00
ENSMUSG00000048058.17	Ldlrad3	chr2:101950202-102186385	120.91	59.86	85.37	119.31	24.29	4.36	9.66	29.47	82.75	91.26	77.06	120.96	104.82	118.73	10.35	9.63	19.22	9.05	11.67	35.84
ENSMUSG00000048062.4	Fpr-rs4	chr17:18021732-18022704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048065.8	Cyb5r2	chr7:107595206-107758032	2.99	1.80	1.73	4.22	0.05	0.15	0.05	0.00	2.66	3.80	5.73	5.00	5.27	6.12	0.00	0.00	0.00	0.58	0.43	1.13
ENSMUSG00000048067.7	Olfr1349	chr7:6514395-6522950	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048070.4	Pirt	chr11:66905720-66947086	65.33	236.60	160.80	78.29	106.51	95.95	176.68	111.01	186.85	153.10	192.11	267.24	239.62	212.97	211.03	194.35	254.34	530.50	459.32	320.25
ENSMUSG00000048076.14	Arf1	chr11:59211411-59228270	258.73	334.98	348.74	162.68	239.30	239.06	285.11	95.61	299.02	286.88	313.30	352.57	338.13	282.59	360.22	363.67	572.90	333.30	395.05	278.65
ENSMUSG00000048077.5	H1fnt	chr15:98255981-98257307	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048078.16	Tenm4	chr7:96171245-97064758	12.04	10.51	23.28	21.10	5.69	17.41	7.70	29.13	21.66	18.75	15.20	15.63	15.47	19.89	34.92	25.13	13.50	24.57	21.71	17.21
ENSMUSG00000048080.1	Olfr731	chr14:50237902-50238883	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048087.5	Gm4737	chr16:46152996-46155077	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048096.7	Lmod1	chr1:135324806-135368065	2.71	2.59	2.00	4.69	0.00	0.07	0.00	2.34	5.62	6.39	3.87	4.69	4.39	5.97	4.98	0.00	0.00	4.98	3.70	4.25
ENSMUSG00000048100.13	Taf13	chr3:108571697-108583222	141.92	167.80	115.49	81.58	51.88	66.35	101.72	44.54	132.60	137.42	103.59	88.14	93.82	94.55	176.44	239.56	83.16	101.34	96.65	71.01
ENSMUSG00000048101.5	Olfr19	chr16:16672875-16676405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSMUSG00000048108.13	Tmem72	chr6:116679062-116716913	82.09	43.30	74.32	78.53	59.51	41.68	61.73	67.31	77.33	85.68	64.93	54.54	58.36	70.38	44.81	22.16	16.22	24.65	22.48	41.98
