Gene type	Gene name	Gene description	NCBI gene (formerly Entrezgene) ID	Gene stable ID version
protein_coding	Heatr3	HEAT repeat containing 3 [Source:MGI Symbol;Acc:MGI:2444491]	234549	ENSMUSG00000031657.16
protein_coding	Adcy7	adenylate cyclase 7 [Source:MGI Symbol;Acc:MGI:102891]	11513	ENSMUSG00000031659.13
protein_coding	Brd7	bromodomain containing 7 [Source:MGI Symbol;Acc:MGI:1349766]	26992	ENSMUSG00000031660.13
protein_coding	Rbl2	RB transcriptional corepressor like 2 [Source:MGI Symbol;Acc:MGI:105085]	19651	ENSMUSG00000031666.15
protein_coding	Aktip	thymoma viral proto-oncogene 1 interacting protein [Source:MGI Symbol;Acc:MGI:3693832]	14339	ENSMUSG00000031667.16
protein_coding	Eif2ak3	eukaryotic translation initiation factor 2 alpha kinase 3 [Source:MGI Symbol;Acc:MGI:1341830]	13666	ENSMUSG00000031668.14
protein_coding	Cdh11	cadherin 11 [Source:MGI Symbol;Acc:MGI:99217]	12552	ENSMUSG00000031673.6
protein_coding	Lsm6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1925901]	78651	ENSMUSG00000031683.16
protein_coding	Slc10a7	solute carrier family 10 (sodium/bile acid cotransporter family), member 7 [Source:MGI Symbol;Acc:MGI:1924025]	76775	ENSMUSG00000031684.11
protein_coding	Pou4f2	POU domain, class 4, transcription factor 2 [Source:MGI Symbol;Acc:MGI:102524]	18997	ENSMUSG00000031688.4
protein_coding	Tnpo2	transportin 2 (importin 3, karyopherin beta 2b) [Source:MGI Symbol;Acc:MGI:2384849]	212999	ENSMUSG00000031691.14
protein_coding	Vps35	VPS35 retromer complex component [Source:MGI Symbol;Acc:MGI:1890467]	65114	ENSMUSG00000031696.9
protein_coding	Orc6	origin recognition complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1929285]	56452	ENSMUSG00000031697.12
protein_coding	Gpt2	glutamic pyruvate transaminase (alanine aminotransferase) 2 [Source:MGI Symbol;Acc:MGI:1915391]	108682	ENSMUSG00000031700.11
protein_coding	Dnaja2	DnaJ heat shock protein family (Hsp40) member A2 [Source:MGI Symbol;Acc:MGI:1931882]	56445	ENSMUSG00000031701.6
protein_coding	Itfg1	integrin alpha FG-GAP repeat containing 1 [Source:MGI Symbol;Acc:MGI:106419]	71927	ENSMUSG00000031703.8
protein_coding	Rfx1	regulatory factor X, 1 (influences HLA class II expression) [Source:MGI Symbol;Acc:MGI:105982]	19724	ENSMUSG00000031706.7
protein_coding	Tbc1d9	TBC1 domain family, member 9 [Source:MGI Symbol;Acc:MGI:1918560]	71310	ENSMUSG00000031709.15
protein_coding	Ucp1	uncoupling protein 1 (mitochondrial, proton carrier) [Source:MGI Symbol;Acc:MGI:98894]	22227	ENSMUSG00000031710.4
protein_coding	Zfp330	zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574]	30932	ENSMUSG00000031711.7
protein_coding	Gab1	growth factor receptor bound protein 2-associated protein 1 [Source:MGI Symbol;Acc:MGI:108088]	14388	ENSMUSG00000031714.9
protein_coding	Smarca5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5 [Source:MGI Symbol;Acc:MGI:1935129]	93762	ENSMUSG00000031715.14
protein_coding	Txnl4b	thioredoxin-like 4B [Source:MGI Symbol;Acc:MGI:2443724]	234723	ENSMUSG00000031723.8
protein_coding	Ap1g1	adaptor protein complex AP-1, gamma 1 subunit [Source:MGI Symbol;Acc:MGI:101919]	11765	ENSMUSG00000031731.16
protein_coding	Phlpp2	PH domain and leucine rich repeat protein phosphatase 2 [Source:MGI Symbol;Acc:MGI:2444928]	244650	ENSMUSG00000031732.12
protein_coding	St3gal2	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:MGI Symbol;Acc:MGI:99427]	20444	ENSMUSG00000031749.12
protein_coding	Il34	interleukin 34 [Source:MGI Symbol;Acc:MGI:1923777]	76527	ENSMUSG00000031750.15
protein_coding	Cog4	component of oligomeric golgi complex 4 [Source:MGI Symbol;Acc:MGI:2142808]	102339	ENSMUSG00000031753.16
protein_coding	Nudt7	nudix (nucleoside diphosphate linked moiety X)-type motif 7 [Source:MGI Symbol;Acc:MGI:1914778]	67528	ENSMUSG00000031767.13
protein_coding	Cntnap4	contactin associated protein-like 4 [Source:MGI Symbol;Acc:MGI:2183572]	170571	ENSMUSG00000031772.17
protein_coding	Jak3	Janus kinase 3 [Source:MGI Symbol;Acc:MGI:99928]	16453	ENSMUSG00000031805.17
protein_coding	Pgls	6-phosphogluconolactonase [Source:MGI Symbol;Acc:MGI:1913421]	66171	ENSMUSG00000031807.10
protein_coding	Map1lc3b	microtubule-associated protein 1 light chain 3 beta [Source:MGI Symbol;Acc:MGI:1914693]	67443	ENSMUSG00000031812.16
protein_coding	Cox4i1	cytochrome c oxidase subunit 4I1 [Source:MGI Symbol;Acc:MGI:88473]	12857	ENSMUSG00000031818.12
protein_coding	Emc8	ER membrane protein complex subunit 8 [Source:MGI Symbol;Acc:MGI:1343095]	18117	ENSMUSG00000031819.13
protein_coding	Gins2	GINS complex subunit 2 (Psf2 homolog) [Source:MGI Symbol;Acc:MGI:1921019]	272551	ENSMUSG00000031821.11
protein_coding	Crispld2	cysteine-rich secretory protein LCCL domain containing 2 [Source:MGI Symbol;Acc:MGI:1926142]	78892	ENSMUSG00000031825.16
protein_coding	Pik3r2	phosphoinositide-3-kinase regulatory subunit 2 [Source:MGI Symbol;Acc:MGI:1098772]	18709	ENSMUSG00000031834.15
protein_coding	Rab3a	RAB3A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:97843]	19339	ENSMUSG00000031840.12
protein_coding	Lsm4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:MGI Symbol;Acc:MGI:1354692]	50783	ENSMUSG00000031848.15
protein_coding	Ntpcr	nucleoside-triphosphatase, cancer-related [Source:MGI Symbol;Acc:MGI:1913816]	66566	ENSMUSG00000031851.14
protein_coding	Dctn1	dynactin 1 [Source:MGI Symbol;Acc:MGI:107745]	13191	ENSMUSG00000031865.16
protein_coding	Pgr	progesterone receptor [Source:MGI Symbol;Acc:MGI:97567]	18667	ENSMUSG00000031870.16
protein_coding	Cdh5	cadherin 5 [Source:MGI Symbol;Acc:MGI:105057]	12562	ENSMUSG00000031871.9
protein_coding	Tradd	TNFRSF1A-associated via death domain [Source:MGI Symbol;Acc:MGI:109200]	71609	ENSMUSG00000031887.13
protein_coding	D230025D16Rik	RIKEN cDNA D230025D16 gene [Source:MGI Symbol;Acc:MGI:2443049]	234678	ENSMUSG00000031889.9
protein_coding	Dus2	dihydrouridine synthase 2 [Source:MGI Symbol;Acc:MGI:1913619]	66369	ENSMUSG00000031901.12
protein_coding	Vps4a	vacuolar protein sorting 4A [Source:MGI Symbol;Acc:MGI:1890520]	116733	ENSMUSG00000031913.9
protein_coding	Cog8	component of oligomeric golgi complex 8 [Source:MGI Symbol;Acc:MGI:2142885]	97484	ENSMUSG00000031916.17
protein_coding	Mtmr2	myotubularin related protein 2 [Source:MGI Symbol;Acc:MGI:1924366]	77116	ENSMUSG00000031918.16
protein_coding	Terf2	telomeric repeat binding factor 2 [Source:MGI Symbol;Acc:MGI:1195972]	21750	ENSMUSG00000031921.17
protein_coding	Cep57	centrosomal protein 57 [Source:MGI Symbol;Acc:MGI:1915551]	74360	ENSMUSG00000031922.12
protein_coding	Adat1	adenosine deaminase, tRNA-specific 1 [Source:MGI Symbol;Acc:MGI:1353631]	30947	ENSMUSG00000031949.17
protein_coding	Gabarapl2	gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2 [Source:MGI Symbol;Acc:MGI:1890602]	93739	ENSMUSG00000031950.7
protein_coding	Ldhd	lactate dehydrogenase D [Source:MGI Symbol;Acc:MGI:106428]	52815	ENSMUSG00000031958.16
protein_coding	Aars	alanyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2384560]	234734	ENSMUSG00000031960.14
protein_coding	Afg3l1	AFG3-like AAA ATPase 1 [Source:MGI Symbol;Acc:MGI:1928277]	114896	ENSMUSG00000031967.15
protein_coding	Dbndd1	dysbindin (dystrobrevin binding protein 1) domain containing 1 [Source:MGI Symbol;Acc:MGI:1919435]	72185	ENSMUSG00000031970.16
protein_coding	Abcb10	ATP-binding cassette, sub-family B (MDR/TAP), member 10 [Source:MGI Symbol;Acc:MGI:1860508]	56199	ENSMUSG00000031974.8
protein_coding	Urb2	URB2 ribosome biogenesis 2 homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:2681124]	382038	ENSMUSG00000031976.14
protein_coding	Cog2	component of oligomeric golgi complex 2 [Source:MGI Symbol;Acc:MGI:1923582]	76332	ENSMUSG00000031979.17
protein_coding	Capn9	calpain 9 [Source:MGI Symbol;Acc:MGI:1920897]	73647	ENSMUSG00000031981.7
protein_coding	Gnpat	glyceronephosphate O-acyltransferase [Source:MGI Symbol;Acc:MGI:1343460]	14712	ENSMUSG00000031985.9
protein_coding	Adamts8	a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 8 [Source:MGI Symbol;Acc:MGI:1353468]	30806	ENSMUSG00000031994.13
protein_coding	Sesn3	sestrin 3 [Source:MGI Symbol;Acc:MGI:1922997]	75747	ENSMUSG00000032009.8
protein_coding	Grik4	glutamate receptor, ionotropic, kainate 4 [Source:MGI Symbol;Acc:MGI:95817]	110637	ENSMUSG00000032017.14
protein_coding	Ubash3b	ubiquitin associated and SH3 domain containing, B [Source:MGI Symbol;Acc:MGI:1920078]	72828	ENSMUSG00000032020.15
protein_coding	Jhy	junctional cadherin complex regulator [Source:MGI Symbol;Acc:MGI:1918239]	70989	ENSMUSG00000032023.7
protein_coding	Clmp	CXADR-like membrane protein [Source:MGI Symbol;Acc:MGI:1918816]	71566	ENSMUSG00000032024.10
protein_coding	Nxpe2	neurexophilin and PC-esterase domain family, member 2 [Source:MGI Symbol;Acc:MGI:1925502]	78252	ENSMUSG00000032028.15
protein_coding	Cul5	cullin 5 [Source:MGI Symbol;Acc:MGI:1922967]	75717	ENSMUSG00000032030.16
protein_coding	Barx2	BarH-like homeobox 2 [Source:MGI Symbol;Acc:MGI:109617]	12023	ENSMUSG00000032033.11
protein_coding	Kirrel3	kirre like nephrin family adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:1914953]	67703	ENSMUSG00000032036.15
protein_coding	Dcps	decapping enzyme, scavenger [Source:MGI Symbol;Acc:MGI:1916555]	69305	ENSMUSG00000032040.15
protein_coding	Srpr	signal recognition particle receptor ('docking protein') [Source:MGI Symbol;Acc:MGI:1914648]	67398	ENSMUSG00000032042.11
protein_coding	Rpusd4	RNA pseudouridylate synthase domain containing 4 [Source:MGI Symbol;Acc:MGI:1919239]	71989	ENSMUSG00000032044.4
protein_coding	Abhd12	abhydrolase domain containing 12 [Source:MGI Symbol;Acc:MGI:1923442]	76192	ENSMUSG00000032046.15
protein_coding	Acat1	acetyl-Coenzyme A acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:87870]	110446	ENSMUSG00000032047.5
protein_coding	Alg9	asparagine-linked glycosylation 9 (alpha 1,2 mannosyltransferase) [Source:MGI Symbol;Acc:MGI:1924753]	102580	ENSMUSG00000032059.13
protein_coding	Bace1	beta-site APP cleaving enzyme 1 [Source:MGI Symbol;Acc:MGI:1346542]	23821	ENSMUSG00000032086.12
protein_coding	Il10ra	interleukin 10 receptor, alpha [Source:MGI Symbol;Acc:MGI:96538]	16154	ENSMUSG00000032089.16
protein_coding	Ddx25	DEAD (Asp-Glu-Ala-Asp) box polypeptide 25 [Source:MGI Symbol;Acc:MGI:1353582]	30959	ENSMUSG00000032101.6
protein_coding	Smarca4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4 [Source:MGI Symbol;Acc:MGI:88192]	20586	ENSMUSG00000032187.16
protein_coding	Rab27a	RAB27A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1861441]	11891	ENSMUSG00000032202.11
protein_coding	Rsl24d1	ribosomal L24 domain containing 1 [Source:MGI Symbol;Acc:MGI:2681840]	225215	ENSMUSG00000032215.15
protein_coding	Tcf12	transcription factor 12 [Source:MGI Symbol;Acc:MGI:101877]	21406	ENSMUSG00000032228.16
protein_coding	Anxa2	annexin A2 [Source:MGI Symbol;Acc:MGI:88246]	12306	ENSMUSG00000032231.14
protein_coding	Cgnl1	cingulin-like 1 [Source:MGI Symbol;Acc:MGI:1915428]	68178	ENSMUSG00000032232.14
protein_coding	Ice2	interactor of little elongation complex ELL subunit 2 [Source:MGI Symbol;Acc:MGI:2135947]	93697	ENSMUSG00000032235.15
protein_coding	Rora	RAR-related orphan receptor alpha [Source:MGI Symbol;Acc:MGI:104661]	19883	ENSMUSG00000032238.17
protein_coding	Cln6	ceroid-lipofuscinosis, neuronal 6 [Source:MGI Symbol;Acc:MGI:2159324]	76524	ENSMUSG00000032245.12
protein_coding	Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:MGI Symbol;Acc:MGI:108447]	11737	ENSMUSG00000032249.14
protein_coding	Irak1bp1	interleukin-1 receptor-associated kinase 1 binding protein 1 [Source:MGI Symbol;Acc:MGI:1929475]	65099	ENSMUSG00000032251.12
protein_coding	Glce	glucuronyl C5-epimerase [Source:MGI Symbol;Acc:MGI:2136405]	93683	ENSMUSG00000032252.14
protein_coding	Phip	pleckstrin homology domain interacting protein [Source:MGI Symbol;Acc:MGI:1932404]	83946	ENSMUSG00000032253.13
protein_coding	Lca5	Leber congenital amaurosis 5 (human) [Source:MGI Symbol;Acc:MGI:1923032]	75782	ENSMUSG00000032258.15
protein_coding	Sh3bgrl2	SH3 domain binding glutamic acid-rich protein like 2 [Source:MGI Symbol;Acc:MGI:1915350]	212531	ENSMUSG00000032261.16
protein_coding	Elovl4	elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4 [Source:MGI Symbol;Acc:MGI:1933331]	83603	ENSMUSG00000032262.13
protein_coding	Bckdhb	branched chain ketoacid dehydrogenase E1, beta polypeptide [Source:MGI Symbol;Acc:MGI:88137]	12040	ENSMUSG00000032263.14
protein_coding	Tent5a	terminal nucleotidyltransferase 5A [Source:MGI Symbol;Acc:MGI:2670964]	212943	ENSMUSG00000032265.14
protein_coding	Paqr5	progestin and adipoQ receptor family member V [Source:MGI Symbol;Acc:MGI:1921340]	74090	ENSMUSG00000032278.11
protein_coding	Tle3	transducin-like enhancer of split 3 [Source:MGI Symbol;Acc:MGI:104634]	21887	ENSMUSG00000032280.16
protein_coding	Acsbg1	acyl-CoA synthetase bubblegum family member 1 [Source:MGI Symbol;Acc:MGI:2385656]	94180	ENSMUSG00000032281.11
protein_coding	Dnaja4	DnaJ heat shock protein family (Hsp40) member A4 [Source:MGI Symbol;Acc:MGI:1927638]	58233	ENSMUSG00000032285.15
protein_coding	Imp3	IMP3, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1916119]	102462	ENSMUSG00000032288.9
protein_coding	Thsd4	thrombospondin, type I, domain containing 4 [Source:MGI Symbol;Acc:MGI:2672033]	207596	ENSMUSG00000032289.15
protein_coding	Man2c1	mannosidase, alpha, class 2C, member 1 [Source:MGI Symbol;Acc:MGI:1920994]	73744	ENSMUSG00000032295.15
protein_coding	Celf6	CUGBP, Elav-like family member 6 [Source:MGI Symbol;Acc:MGI:1923433]	76183	ENSMUSG00000032297.11
protein_coding	Neil1	nei endonuclease VIII-like 1 (E. coli) [Source:MGI Symbol;Acc:MGI:1920024]	72774	ENSMUSG00000032298.13
protein_coding	Psma4	proteasome subunit alpha 4 [Source:MGI Symbol;Acc:MGI:1347060]	26441	ENSMUSG00000032301.13
protein_coding	Mpi	mannose phosphate isomerase [Source:MGI Symbol;Acc:MGI:97075]	110119	ENSMUSG00000032306.14
protein_coding	Ube2q2	ubiquitin-conjugating enzyme E2Q family member 2 [Source:MGI Symbol;Acc:MGI:2388672]	109161	ENSMUSG00000032307.16
protein_coding	Fbxo22	F-box protein 22 [Source:MGI Symbol;Acc:MGI:1926014]	71999	ENSMUSG00000032309.15
protein_coding	Nrg4	neuregulin 4 [Source:MGI Symbol;Acc:MGI:1933833]	83961	ENSMUSG00000032311.17
protein_coding	Tmem266	transmembrane protein 266 [Source:MGI Symbol;Acc:MGI:2142980]	244886	ENSMUSG00000032313.11
protein_coding	Etfa	electron transferring flavoprotein, alpha polypeptide [Source:MGI Symbol;Acc:MGI:106092]	110842	ENSMUSG00000032314.14
protein_coding	Isl2	insulin related protein 2 (islet 2) [Source:MGI Symbol;Acc:MGI:109156]	104360	ENSMUSG00000032318.12
protein_coding	Rcn2	reticulocalbin 2 [Source:MGI Symbol;Acc:MGI:1349765]	26611	ENSMUSG00000032320.7
protein_coding	Pstpip1	proline-serine-threonine phosphatase-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1321396]	19200	ENSMUSG00000032322.14
protein_coding	Stra6	stimulated by retinoic acid gene 6 [Source:MGI Symbol;Acc:MGI:107742]	20897	ENSMUSG00000032327.14
protein_coding	Tmem30a	transmembrane protein 30A [Source:MGI Symbol;Acc:MGI:106402]	69981	ENSMUSG00000032328.12
protein_coding	Col12a1	collagen, type XII, alpha 1 [Source:MGI Symbol;Acc:MGI:88448]	12816	ENSMUSG00000032332.17
protein_coding	Nptn	neuroplastin [Source:MGI Symbol;Acc:MGI:108077]	20320	ENSMUSG00000032336.17
protein_coding	Mto1	mitochondrial tRNA translation optimization 1 [Source:MGI Symbol;Acc:MGI:1915541]	68291	ENSMUSG00000032342.13
protein_coding	Ooep	oocyte expressed protein [Source:MGI Symbol;Acc:MGI:1915218]	67968	ENSMUSG00000032346.7
protein_coding	Elovl5	ELOVL family member 5, elongation of long chain fatty acids (yeast) [Source:MGI Symbol;Acc:MGI:1916051]	68801	ENSMUSG00000032349.13
protein_coding	Mlip	muscular LMNA-interacting protein [Source:MGI Symbol;Acc:MGI:1916892]	69642	ENSMUSG00000032355.16
protein_coding	Ctsh	cathepsin H [Source:MGI Symbol;Acc:MGI:107285]	13036	ENSMUSG00000032359.14
protein_coding	Tpm1	tropomyosin 1, alpha [Source:MGI Symbol;Acc:MGI:98809]	22003	ENSMUSG00000032366.15
protein_coding	Zic1	zinc finger protein of the cerebellum 1 [Source:MGI Symbol;Acc:MGI:106683]	22771	ENSMUSG00000032368.14
protein_coding	Plscr2	phospholipid scramblase 2 [Source:MGI Symbol;Acc:MGI:1270860]	18828	ENSMUSG00000032372.14
protein_coding	Plod2	procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:MGI Symbol;Acc:MGI:1347007]	26432	ENSMUSG00000032374.14
protein_coding	Aph1b	aph1 homolog B, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:3522097]	208117	ENSMUSG00000032375.15
protein_coding	Usp3	ubiquitin specific peptidase 3 [Source:MGI Symbol;Acc:MGI:2152450]	235441	ENSMUSG00000032376.12
protein_coding	Plscr4	phospholipid scramblase 4 [Source:MGI Symbol;Acc:MGI:2143267]	235527	ENSMUSG00000032377.8
protein_coding	Ciao2a	cytosolic iron-sulfur assembly component 2A [Source:MGI Symbol;Acc:MGI:1915500]	68250	ENSMUSG00000032381.5
protein_coding	Snx1	sorting nexin 1 [Source:MGI Symbol;Acc:MGI:1928395]	56440	ENSMUSG00000032382.14
protein_coding	Csnk1g1	casein kinase 1, gamma 1 [Source:MGI Symbol;Acc:MGI:2660884]	214897	ENSMUSG00000032384.16
protein_coding	Trip4	thyroid hormone receptor interactor 4 [Source:MGI Symbol;Acc:MGI:1928469]	56404	ENSMUSG00000032386.15
protein_coding	Dis3l	DIS3 like exosome 3'-5' exoribonuclease [Source:MGI Symbol;Acc:MGI:2143272]	213550	ENSMUSG00000032396.17
protein_coding	2300009A05Rik	RIKEN cDNA 2300009A05 gene [Source:MGI Symbol;Acc:MGI:1916728]	69478	ENSMUSG00000032403.8
protein_coding	Xrn1	5'-3' exoribonuclease 1 [Source:MGI Symbol;Acc:MGI:891964]	24127	ENSMUSG00000032410.13
protein_coding	Tfdp2	transcription factor Dp 2 [Source:MGI Symbol;Acc:MGI:107167]	211586	ENSMUSG00000032411.15
protein_coding	Atp1b3	ATPase, Na+/K+ transporting, beta 3 polypeptide [Source:MGI Symbol;Acc:MGI:107788]	11933	ENSMUSG00000032412.8
protein_coding	Rasa2	RAS p21 protein activator 2 [Source:MGI Symbol;Acc:MGI:2149960]	114713	ENSMUSG00000032413.12
protein_coding	Ube2cbp	ubiquitin-conjugating enzyme E2C binding protein [Source:MGI Symbol;Acc:MGI:1917598]	70348	ENSMUSG00000032415.14
protein_coding	Rwdd2a	RWD domain containing 2A [Source:MGI Symbol;Acc:MGI:1916769]	69519	ENSMUSG00000032417.10
protein_coding	Me1	malic enzyme 1, NADP(+)-dependent, cytosolic [Source:MGI Symbol;Acc:MGI:97043]	17436	ENSMUSG00000032418.15
protein_coding	Syncrip	synaptotagmin binding, cytoplasmic RNA interacting protein [Source:MGI Symbol;Acc:MGI:1891690]	56403	ENSMUSG00000032423.12
protein_coding	Zfp949	zinc finger protein 949 [Source:MGI Symbol;Acc:MGI:1918890]	71640	ENSMUSG00000032425.15
protein_coding	Crtap	cartilage associated protein [Source:MGI Symbol;Acc:MGI:1891221]	56693	ENSMUSG00000032431.6
protein_coding	Slc25a36	solute carrier family 25, member 36 [Source:MGI Symbol;Acc:MGI:1924909]	192287	ENSMUSG00000032449.13
protein_coding	Clstn2	calsyntenin 2 [Source:MGI Symbol;Acc:MGI:1929897]	64085	ENSMUSG00000032452.12
protein_coding	Copb2	coatomer protein complex, subunit beta 2 (beta prime) [Source:MGI Symbol;Acc:MGI:1354962]	50797	ENSMUSG00000032458.6
protein_coding	Mrps22	mitochondrial ribosomal protein S22 [Source:MGI Symbol;Acc:MGI:1928137]	64655	ENSMUSG00000032459.9
protein_coding	Pik3cb	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [Source:MGI Symbol;Acc:MGI:1922019]	74769	ENSMUSG00000032462.14
protein_coding	Faim	Fas apoptotic inhibitory molecule [Source:MGI Symbol;Acc:MGI:1344387]	23873	ENSMUSG00000032463.10
protein_coding	Armc8	armadillo repeat containing 8 [Source:MGI Symbol;Acc:MGI:1921375]	74125	ENSMUSG00000032468.11
protein_coding	Dbr1	debranching RNA lariats 1 [Source:MGI Symbol;Acc:MGI:1931520]	83703	ENSMUSG00000032469.12
protein_coding	Nck1	non-catalytic region of tyrosine kinase adaptor protein 1 [Source:MGI Symbol;Acc:MGI:109601]	17973	ENSMUSG00000032475.15
protein_coding	Map4	microtubule-associated protein 4 [Source:MGI Symbol;Acc:MGI:97178]	17758	ENSMUSG00000032479.15
protein_coding	Dhx30	DEAH (Asp-Glu-Ala-His) box polypeptide 30 [Source:MGI Symbol;Acc:MGI:1920081]	72831	ENSMUSG00000032480.17
protein_coding	Cspg5	chondroitin sulfate proteoglycan 5 [Source:MGI Symbol;Acc:MGI:1352747]	29873	ENSMUSG00000032482.9
protein_coding	Ngp	neutrophilic granule protein [Source:MGI Symbol;Acc:MGI:105983]	18054	ENSMUSG00000032484.8
protein_coding	Scap	SREBF chaperone [Source:MGI Symbol;Acc:MGI:2135958]	235623	ENSMUSG00000032485.14
protein_coding	Kif9	kinesin family member 9 [Source:MGI Symbol;Acc:MGI:1098237]	16578	ENSMUSG00000032489.17
protein_coding	Nradd	neurotrophin receptor associated death domain [Source:MGI Symbol;Acc:MGI:1914419]	67169	ENSMUSG00000032491.14
protein_coding	Pth1r	parathyroid hormone 1 receptor [Source:MGI Symbol;Acc:MGI:97801]	19228	ENSMUSG00000032492.14
protein_coding	Lrrc2	leucine rich repeat containing 2 [Source:MGI Symbol;Acc:MGI:1921499]	74249	ENSMUSG00000032495.8
protein_coding	Ltf	lactotransferrin [Source:MGI Symbol;Acc:MGI:96837]	17002	ENSMUSG00000032496.7
protein_coding	Dclk3	doublecortin-like kinase 3 [Source:MGI Symbol;Acc:MGI:3039580]	245038	ENSMUSG00000032500.10
